"PostID","UserID","UserName","Comment","Timestamp","Datasource"
"35394","776755","Latoya Boyle","Lost in Space raises some important questions. beautifully explored","2024-05-04 17:10:48","facebook"
"5247","521708","Lori Burke","Lockwood & Co. reminds me of why I love Netflix. The cast is phenomenal.","2023-02-01 06:42:15","facebook"
"36449","870359","Patricia Miller","Ratched was my quarantine escape. it became my comfort show","2022-07-06 23:31:04","facebook"
"35796","633063","Erin Waller","Started watching The Eddy, and I'm hooked. the storytelling is brilliant","2021-05-30 09:55:29","facebook"
"29454","443992","Willie Ross","I need more shows like Vikings: Valhalla. The character development is fantastic.","2024-04-08 11:53:07","facebook"
"9473","571081","Mr. Benjamin Yu II","Netflix's original content like Firefly Lane is consistently improving. They need more variety in their offerings.","2024-06-12 09:07:42","facebook"
"36065","115303","Gregory Irwin","Ozark is a must-watch for fans of thriller. It's so relatable.","2022-11-28 04:08:29","facebook"
"6732","319496","Ruben Wilson","The plot twists in Love is Blind are cleverly done. Did not see that coming!","2024-03-16 18:55:02","facebook"
"16103","794289","Heather Watson","I can't get enough of the drama in Trinkets. emotionally investing","2024-08-25 10:10:27","facebook"
"60921","371797","Sabrina Jarvis","Greenhouse Academy feels like a breath of fresh air. it takes risks","2021-06-17 11:06:30","facebook"
"71145","160430","Lance Wilson","Atypical exceeded my expectations. better than the reviews suggested","2022-10-28 11:26:53","facebook"
"89653","926605","Catherine Alexander","The plot of Cobra Kai is so full of surprises. Did not see that coming!","2022-01-08 18:26:25","facebook"
"100278","672639","Destiny King","The acting in Outlander is hit-or-miss. I'm invested in every performance.","2021-02-26 19:51:09","facebook"
"97101","39685","Allen Rivera","I can't believe how Dark ended. speechless","2022-05-16 04:50:30","facebook"
"85478","322553","Timothy Castro","Just started Trinkets, and I’m already Did not see that coming!. Couldn't stop watching!","2023-07-20 01:09:12","facebook"
"55327","439587","Jesse Wilcox","I’m obsessed with the aesthetics of Firefly Lane. memorable","2022-06-02 22:50:08","facebook"
"84163","760133","Amanda Escobar","Arcane is so underrated. the story is unique","2021-05-21 10:10:12","facebook"
"71597","587115","Selena Burns","Why does Greenhouse Academy make me feel overwhelmed? the themes hit close to home","2022-05-28 04:27:10","facebook"
"83407","794971","Michael Scott","The Umbrella Academy exceeded my expectations. surprised me in the best way","2023-05-26 14:04:10","facebook"
"102703","775260","Samuel Yoder","The latest episode of Lockwood & Co. had me No spoilers, but wow!. Couldn't stop watching!","2022-01-01 07:06:29","facebook"
"113973","513801","Brittany Kaufman","I can't get enough of the drama in Never Have I Ever. intense but meaningful","2022-07-23 22:58:27","facebook"
"6874","652079","Bethany Garcia","The Defenders vs The Politician - which one should I watch first?","2022-07-15 23:36:12","facebook"
"4926","881317","Faith Wilkerson","The cinematography of Warrior Nun deserves an award. unique","2022-05-02 08:57:48","facebook"
"89010","544337","Cassidy Carson","I can’t believe more people aren’t watching Sweet Magnolias. it needs more recognition","2021-01-09 00:27:51","facebook"
"105753","207570","Katrina Black","Space Force was exactly what I needed this weekend. just what I was looking for","2021-04-04 12:29:46","facebook"
"44527","996593","Allen Chandler","Netflix needs to improve their buffering issues. They're falling behind competitors in this area.","2023-09-23 07:15:08","facebook"
"7124","480145","Kristin Sandoval","Bodyguard raises some important questions. meaningful","2024-10-02 06:44:36","facebook"
"59765","986329","Amy Simon","Is it just me, or is Ragnarok losing its charm?","2022-03-21 07:17:03","facebook"
"75127","554448","Tyler Sullivan","Binge-watched Raising Dion all weekend. I need to find something new to watch now.","2023-10-14 16:31:00","facebook"
"114448","775724","Mark Johnston","I'm late to the party, but Shadowhunters is I'm still processing what I saw.. It's so relatable.","2023-02-25 23:08:40","facebook"
"45761","849016","Sandra Haynes","The first episode of The Punisher was instantly hooked. It was okay, I guess.","2023-11-02 14:54:28","facebook"
"108666","95450","April Pollard","Money Heist exceeded my expectations. exceeded all my expectations","2021-06-09 02:16:07","facebook"
"65964","69286","Elizabeth Mills","I need more content like Dark on Netflix. The character development is fantastic.","2022-07-09 14:52:05","facebook"
"81848","07670","Carla Banks","Why isn’t Netflix promoting Ozark more? flying under the radar","2024-03-09 22:58:07","facebook"
"92451","431655","Tracy Thompson","The Sandman has the best dialogue. quotable","2021-07-16 15:03:17","facebook"
"42472","956595","Nichole Barnes","I'm surprised how much I liked Altered Carbon. The character development is fantastic.","2022-06-25 19:13:31","facebook"
"80539","345657","Jose Bennett","I wish the fan favorite from Stranger Things had more screen time. their storyline was fascinating","2023-07-09 07:10:11","facebook"
"4255","114384","Ethan Cooper","The twists and turns in Arcane had me on the edge of my seat. Did not see that coming!","2022-07-04 05:16:26","facebook"
"38894","174764","Kelly Martin","The story arc in The Baby-Sitters Club is satisfying to watch. I'm invested in every performance.","2023-06-07 10:23:48","facebook"
"118140","129834","Erica Clark","The latest season of The Circle is It was okay, I guess.. took an unexpected turn","2022-11-25 15:43:45","facebook"
"26177","452088","William Grant","I need more content like Ginny & Georgia on Netflix. The character development is fantastic.","2023-10-17 21:25:41","facebook"
"27952","468577","Christina Rivera","The plot holes in Trinkets are minor and forgivable. Every character feels so real.","2023-08-26 16:11:36","facebook"
"112536","991906","Philip Wallace","The character arcs in Atypical are satisfying to watch. Some actors outshine others.","2023-04-25 00:05:45","facebook"
"47215","629342","Joel Mcguire","The slow burn in Snowpiercer is too slow. Did not see that coming!","2024-09-06 19:01:57","facebook"
"88962","313886","Martin Mckinney","The OA has such a satisfying ending. powerful","2023-10-10 09:45:23","facebook"
"84077","236518","Andrew Gallegos","Did anyone else cry during the plot twist in Queer Eye? it hit too close to home","2021-06-14 01:07:07","facebook"
"75397","349293","Katie Austin","Canceled my Netflix subscription because the price hike. Will miss The Baby-Sitters Club though.","2021-06-12 15:34:08","facebook"
"32505","817554","Allison Long","The Circle was exactly what I needed this weekend. just what I was looking for","2021-03-02 09:08:11","facebook"
"63098","512911","David Yang","The direction in The Haunting of Hill House is confident. I'm invested in every performance.","2022-04-04 07:09:53","facebook"
"37551","735515","Madison Holt","The pacing of The Last Kingdom is too slow. No spoilers, but wow!","2021-08-17 13:24:31","facebook"
"75336","886123","Michael Potter","I can't believe how Blood & Water ended. emotional","2024-09-20 01:31:54","facebook"
"118986","857919","Nicole Copeland","I’m obsessed with the wardrobe in Dark. beautifully crafted","2022-12-14 22:07:18","facebook"
"71701","37078","Nicholas Martin","Did anyone else cry during the plot twist in Snowpiercer? the scene was powerful","2024-03-24 08:53:23","facebook"
"82680","546755","Deborah Moody","I can't stop thinking about the plot twist from Atypical. No spoilers, but wow!","2024-01-24 00:06:33","facebook"
"20711","259799","Maurice Lee","The acting in Behind Her Eyes is a bit wooden. Every character feels so real.","2023-08-14 09:54:55","facebook"
"69923","831897","Kathleen Rose","The Queen's Gambit is a must-watch for fans of romance. The character development is fantastic.","2023-10-16 22:58:12","facebook"
"9124","844226","Kyle Larsen","Love is Blind is overrated. the pacing is off","2023-06-02 08:14:28","facebook"
"33027","150500","Diane Shannon","I wish I could forget Hollywood so I could watch it again. No spoilers, but wow!","2022-12-27 06:33:49","facebook"
"37172","543562","Brittany Sanders","I’m obsessed with the aesthetics of Raising Dion. memorable","2021-07-26 11:39:08","facebook"
"107471","73402","Shannon Bennett","I can't wait to talk about White Lines with everyone. join the fan community","2023-11-03 22:29:26","facebook"
"84453","357859","Linda Hanna","Why does Trinkets make me feel anxious? the characters feel like old friends","2022-12-11 10:53:24","facebook"
"81167","17753","Danielle Church","The ending of The Crown left me disappointed. Some actors outshine others.","2021-05-28 07:14:49","facebook"
"59291","774190","Julie Smith","Is it just me, or is Cobra Kai losing its charm?","2024-05-29 02:47:11","facebook"
"9543","668553","Regina Gonzalez","Warrior has such deep themes. meaningful","2021-08-03 08:51:44","facebook"
"29289","83936","Alexander Douglas","The Witcher: Blood Origin reminds me of why I love Netflix. The cast is phenomenal.","2022-06-15 00:23:27","facebook"
"56282","396369","James Morales","Why does The Defenders make me feel conflicted? the characters feel like old friends","2024-01-24 14:23:25","facebook"
"19476","511824","Heather Singleton","Queer Eye had such an unexpected twist. didn't see it coming","2024-03-20 14:57:52","facebook"
"27332","408146","Tracey Sharp","Queen Sono is too good to be true. I'm still processing what I saw.","2021-04-12 12:42:22","facebook"
"11461","456510","Amber Zamora","The cinematography of The Serpent deserves an award. unique","2023-02-22 05:07:45","facebook"
"26333","36281","Alyssa Reed","Would love to see a crossover between Firefly Lane and Inside Job. The character development is fantastic.","2023-11-03 22:28:01","facebook"
"81282","714492","Cynthia Roberts","Netflix's recommendation algorithm is spot on! Found House of Cards and I can't believe I hadn't watched it earlier.","2021-10-18 15:34:26","facebook"
"61384","209712","Kristin Knight","The story arc in The Order is well-planned. Some actors outshine others.","2023-11-29 16:50:02","facebook"
"61818","237261","Mr. Andrew Cox","Netflix needs to improve their recommendation system. It affects the viewing experience.","2023-03-15 23:27:15","facebook"
"17684","234377","Brian Fitzgerald II","Has anyone watched Safe? Is it worth the hype?","2023-05-05 12:45:06","facebook"
"117207","961960","Taylor Brooks","Bodyguard reminded me of Squid Game. but even better","2024-10-15 07:48:56","facebook"
"72015","860006","Brandon Guerra","Trinkets is the talk of the town. it's trending everywhere","2021-04-29 19:33:11","facebook"
"34917","161302","Justin Choi","Blood & Water season finale left me speechless. I'm still processing what I saw.","2022-07-31 17:18:44","facebook"
"76502","839400","Ashley George","Binge-watched Sense8 all weekend. I need to find something new to watch now.","2023-01-30 15:53:17","facebook"
"6435","977758","Kristina Hall","Netflix never disappoints. Glow is Couldn't stop watching!","2023-06-03 15:37:32","facebook"
"59068","326022","Crystal Tran","The world-building in I Am Not Okay with This is fascinating. Every character feels so real.","2021-05-06 04:51:41","facebook"
"75491","878769","Jessica Hampton","The plot holes in The OA are somewhat distracting. Some actors outshine others.","2023-09-30 08:48:58","facebook"
"33835","307870","Robert Randolph","I can't stop recommending The Circle to everyone. it's unlike anything else on Netflix","2022-12-17 22:47:28","facebook"
"61542","629291","Catherine Jimenez","Daredevil brings back so many memories. takes me back to simpler times","2023-05-31 11:33:32","facebook"
"79","470492","Erica Horn","I can’t believe more people aren’t watching Russian Doll. people are missing out","2021-10-28 05:43:33","facebook"
"105796","431963","Rebecca Larson","The plot holes in Altered Carbon are easily explained. I'm invested in every performance.","2023-03-14 23:41:12","facebook"
"103647","421695","Megan Thomas","Watching I Am Not Okay with This in one sitting was an emotional rollercoaster. Did not see that coming!","2024-09-24 23:39:55","facebook"
"26405","65202","Megan Martin","The setting of Trinkets is well-realized. I'm invested in every performance.","2021-07-13 04:25:46","facebook"
"101692","216174","Dawn Warner","I didn't expect Cobra Kai to be this good. pleasantly surprised","2021-10-20 03:31:21","facebook"
"40634","721195","Kristin Torres","I wish I could forget Locke & Key so I could watch it again. Did not see that coming!","2022-04-12 03:04:13","facebook"
"56024","743926","Kayla Johnson","Away is hands down the best Netflix series. The plot twists keep me on the edge of my seat.","2023-01-02 15:25:50","facebook"
"85577","391018","Cristian Mcgrath","The season finale of The Queen's Gambit was perfect. I'm still processing what I saw.","2024-04-18 10:33:26","facebook"
"53508","599950","Matthew Lamb","Finished Spinning Out, and now I have a Spinning Out-shaped hole in my heart. Did not see that coming!","2021-05-25 16:49:22","facebook"
"18584","934501","Sarah Daniels","I need more shows like Dead to Me. The plot twists keep me on the edge of my seat.","2021-10-26 17:32:39","facebook"
"22059","141996","Brittany Wheeler","How can Netflix cancel Altered Carbon? lack of new content I enjoy","2021-03-23 14:38:37","facebook"
"101858","38810","Travis Jones","Queen Sono should be required watching. Absolutely mind-blowing!","2022-04-24 01:19:42","facebook"
"76115","265792","Brittany Walker","Netflix needs to improve their buffering issues. They're falling behind competitors in this area.","2023-01-07 16:12:01","facebook"
"50284","168080","Glenn Taylor","The ending of The Witcher left me confused. I'm invested in every performance.","2022-10-09 12:00:48","facebook"
"94648","852895","Margaret Hill MD","I can’t believe they killed off the fan favorite in Hollywood. I'm still processing","2023-03-14 13:33:47","facebook"
"90271","68636","Janet Baldwin","Is it just me, or is The Society losing its charm?","2023-04-18 21:24:53","facebook"
"116989","30253","Sandra Blair","How is Blood & Water not more popular? it's a hidden gem","2023-11-23 10:27:48","facebook"
"9135","957661","Mr. Andrew Walsh II","Bridgerton is so underrated. the acting is superb","2023-06-04 13:55:22","facebook"
"106291","509237","George Jenkins","The diversity in 13 Reasons Why is setting a new standard. Hope to see even more inclusion in future shows.","2021-06-23 21:04:32","facebook"
"100157","32384","Amy Hernandez","Has anyone watched The OA? Is it worth the hype?","2024-05-24 11:14:17","facebook"
"102435","591857","Suzanne Munoz","The Baby-Sitters Club is my new obsession. The plot twists keep me on the edge of my seat.","2023-09-02 03:20:10","facebook"
"81135","772173","Brenda Murphy","The Defenders perfectly captures the vintage vibe. Every character feels so real.","2022-01-21 16:23:52","facebook"
"114803","657355","Michael Woodward","The Politician has such deep themes. thought-provoking","2024-06-06 23:00:47","facebook"
"72132","330152","Sarah Jarvis","I can't stop thinking about the final scene from Black Mirror. Did not see that coming!","2024-05-19 01:35:48","facebook"
"74913","766215","Destiny Pearson","Netflix's original content like Outlander is consistently improving. They need more variety in their offerings.","2024-08-02 19:28:04","facebook"
"40752","502934","Katherine Roman","I wish I could forget The Politician so I could watch it again. I'm still processing what I saw.","2024-05-12 02:27:15","facebook"
"59492","496109","Robert Townsend","Canceled my Netflix subscription because I'm switching to a competitor. Will miss Cobra Kai though.","2024-01-09 17:54:54","facebook"
"44120","379290","Francis Cox","I’m obsessed with the aesthetics of Too Hot to Handle. carefully crafted","2023-04-26 06:07:49","facebook"
"350","212996","Amy Mckay","The Defenders raises some important questions. meaningful","2023-09-11 03:03:12","facebook"
"106519","87102","Ashley Rice","Netflix really knows how to tell a story with Gentefied. engaging throughout","2024-05-19 05:56:45","facebook"
"30126","183568","Christopher Wood","The Society should be required watching. It was okay, I guess.","2023-07-17 17:00:13","facebook"
"107849","228765","Alejandra Shaw","Has anyone watched The Queen's Gambit? Is it worth the hype?","2021-04-23 21:42:08","facebook"
"100728","218272","Patrick Williams","I can’t believe more people aren’t watching Jessica Jones. it deserves a bigger audience","2024-08-09 22:00:08","facebook"
"47474","861406","Raymond Robertson","Unpopular opinion: It should have ended sooner about The Irregulars.","2023-01-30 13:59:43","facebook"
"80131","231753","Katherine Lopez","Squid Game reminded me of The Haunting of Bly Manor. regarding the themes","2024-01-06 07:52:55","facebook"
"82244","917630","Bernard Mcdowell","Finished On My Block, now what should I watch next? Suggestions?","2023-02-22 04:26:21","facebook"
"57161","790452","Christopher Greene","13 Reasons Why is the talk of the town. it's trending everywhere","2022-10-24 09:57:20","facebook"
"103716","105326","Dr. Jessica Parker MD","The latest episode of The Punisher had me No spoilers, but wow!. Absolutely mind-blowing!","2023-09-15 10:29:42","facebook"
"61724","559391","Robert Burns","The Irregulars is my new obsession. The character development is fantastic.","2024-06-16 04:57:43","facebook"
"119306","03239","Jeffrey Steele","The slow burn in Wednesday is inconsistent. No spoilers, but wow!","2022-04-22 04:16:00","facebook"
"24776","05069","Eric Robertson","Fire Chasers vs The Sandman - which one should I watch first?","2021-04-14 05:08:36","facebook"
"110227","275499","Carl Cole","Sweet Magnolias brings back so many memories. perfectly captures that era","2021-07-14 12:30:28","facebook"
"89427","316573","Ashley Smith","Lost in Space is too good to be true. No spoilers, but wow!","2024-05-31 20:38:22","facebook"
"52864","83736","Ronald Ferrell","Started watching Safe, and I'm hooked. the premise is unique","2023-09-07 13:38:39","facebook"
"32579","929341","Emily Barrera","The Good Place raises some important questions. thought-provoking","2022-05-26 09:02:56","facebook"
"82033","969393","Robert Caldwell","Started watching Sweet Magnolias, and I'm hooked. the mystery is compelling","2022-11-27 22:52:02","facebook"
"66845","666201","Christopher Gould","The plot holes in Tiny Pretty Things are minor and forgivable. Some actors outshine others.","2021-01-11 09:56:04","facebook"
"14302","820993","Stephen Campos","Netflix's original content like Messiah is losing its edge. They need more variety in their offerings.","2021-03-10 23:41:50","facebook"
"69036","587697","George Whitney","I can't get enough of the drama in Snowpiercer. keeps me on edge","2024-05-26 11:34:48","facebook"
"38112","193513","Janet Jackson","Can't believe what happened in the latest episode of The Order! Did not see that coming!","2024-09-20 23:39:56","facebook"
"171","696058","Jacqueline Wright","The CGI in Jessica Jones is a bit rough. I'm invested in every performance.","2022-12-15 10:08:53","facebook"
"35290","759071","Danielle May","the fan favorite in White Lines is my new favorite character. wonderfully developed","2022-05-26 15:46:09","facebook"
"95185","647539","Brenda Khan","I can't believe how much I cared about the villain in Raising Dion. so invested in their journey","2023-10-10 07:49:39","facebook"
"10813","666912","Deborah Rodriguez","the supporting character in Messiah is my new favorite character. complex and relatable","2023-08-12 22:32:55","facebook"
"19904","212058","Jose Williams","I can't believe how much I cared about the fan favorite in Indian Matchmaking. rooting for them throughout","2024-02-22 10:29:17","facebook"
"798","167163","Eric Turner","Narcos is so underrated. the acting is superb","2023-08-10 02:01:43","facebook"
"87067","400193","Cynthia Ortiz","I Am Not Okay with This is so underrated. the acting is superb","2021-08-17 03:48:13","facebook"
